text,category
Harga pelatihan bisnis semester,Pendidikan
Biaya angkot jarak dekat hari,Transportasi
ojek online malam hari,Transportasi
Harga modul pelajaran,Pendidikan
Harga sate taichan pedas,Makanan dan Minuman
Biaya tiket MRT bulanan,Transportasi
token listrik 100 ribu,Utilitas
baju tidur promo,Belanja
buku referensi semester,Pendidikan
Harga langganan aplikasi musik malam,Hiburan
angkot jalur A,Transportasi
Total kursus digital marketing,Pendidikan
internet WiFi bulanan aktif,Utilitas
dompet travel,Belanja
Total krim pelembap kulit paket,Kesehatan
kemeja flanel,Belanja
alat tes tekanan darah paket,Kesehatan
sandal jepit promo,Belanja
total kertas folio program,Pendidikan
alat bantu jalan,Kesehatan
Harga kursus komputer program,Pendidikan
minyak kayu putih,Kesehatan
biaya tagihan air rumah tangga,Utilitas
sabun antiseptik,Kesehatan
Tarif tol luar kota,Transportasi
es teh manis x1,Makanan dan Minuman
sewa motor harian hari,Transportasi
Total obat flu resep,Kesehatan
Biaya biaya pemakaian listrik,Utilitas
rp susu murni,Makanan dan Minuman
Total roti sobek pandan paket,Makanan dan Minuman
Harga tiket acara seni malam,Hiburan
Tarif tiket bus malam hari,Transportasi
Biaya obat diare anak,Kesehatan
tiket stand-up comedy malam,Hiburan
Biaya alat kesehatan,Kesehatan
biaya TV berlangganan aktif,Utilitas
Harga buku teks matematika,Pendidikan
taksi malam hari kali,Transportasi
tagihan air PDAM bulan,Utilitas
tiket museum hari,Hiburan
serum vitamin e paket,Kesehatan
langganan Disney+ jam,Hiburan
alat bantu fisioterapi,Kesehatan
Harga bakso urat kuah pedas x1,Makanan dan Minuman
pembelian tiket pameran jam,Hiburan
Total hijab pashmina,Belanja
rp ikan goreng sambal,Makanan dan Minuman
alat bantu tidur,Kesehatan
Total parfum travel promo,Belanja
total pulsa indosat periode,Utilitas
Biaya perbaikan lampu mobil,Transportasi
Tarif modifikasi motor,Transportasi
service berkala motor,Transportasi
biaya iuran langganan digital,Utilitas
ke acara cosplay,Hiburan
Biaya alat bantu fisioterapi,Kesehatan
obat mata paket,Kesehatan
Diskon elektronik murah baru,Belanja
total internet wifi bulanan aktif,Utilitas
pembelian DLC game hari,Hiburan
obat pilek,Kesehatan
Total pengisian bahan bakar solar,Transportasi
Harga salad sayur mayones x1,Makanan dan Minuman
Biaya parkir motor mall,Transportasi
pelatihan manajemen waktu program,Pendidikan
Total sandal jepit unit,Belanja
Total taksi ke mall km,Transportasi
keripik kentang pedas paket,Makanan dan Minuman
Harga kentang goreng porsi sedang x1,Makanan dan Minuman
masker N95 resep,Kesehatan
Diskon earbud noise cancelling baru,Belanja
sepatu boots,Belanja
ayam geprek pedas,Makanan dan Minuman
bayar parkir kali,Transportasi
buku catatan,Pendidikan
biaya service mesin motor,Transportasi
kelas seni teater,Pendidikan
biaya buku pelajaran,Pendidikan
tiket KRL Jabodetabek km,Transportasi
buku fisika semester,Pendidikan
perbaikan lampu mobil hari,Transportasi
tarif modifikasi motor,Transportasi
biaya iuran lingkungan,Utilitas
parkir harian mall,Transportasi
Tiket tiket pertandingan sepak bola,Hiburan
Harga minyak kayu putih satuan,Kesehatan
Total vitamin immune satuan,Kesehatan
jaket hoodie baru,Belanja
Total mouse gaming,Belanja
hijab instan baru,Belanja
Total modul uji kompetensi program,Pendidikan
Harga parfum travel promo,Belanja
pembayaran bulanan Netflix,Utilitas
Biaya iuran langganan digital,Utilitas
Harga keripik kentang pedas,Makanan dan Minuman
total pelatihan desain grafis,Pendidikan
total jaket windbreaker,Belanja
Biaya biaya antar logistik,Transportasi
krim anti bakteri,Kesehatan
Harga alat penyemprot hidung satuan,Kesehatan
cuci motor,Transportasi
soto mie,Makanan dan Minuman
Harga konser musik hari,Hiburan
Tagihan internet fiber optic,Utilitas
pembelian token listrik 20 ribu,Utilitas
kursus robotika,Pendidikan
kacamata fashion,Belanja
Tiket langganan TV kabel hiburan,Hiburan
Biaya buku panduan kuliah periode,Pendidikan
Harga pizza deluxe pepperoni,Makanan dan Minuman
Total bebek goreng sambal ijo,Makanan dan Minuman
kelas pembelajaran online,Pendidikan
tarif jemput penumpang km,Transportasi
biaya token listrik 200 ribu bulan,Utilitas
buku cetak bahasa Inggris,Pendidikan
biaya pembelian karakter game malam,Hiburan
Biaya buku ensiklopedia,Pendidikan
jam tangan,Belanja
Biaya langganan aplikasi edukasi periode,Utilitas
Total baju casual unit,Belanja
Total tas punggung anak,Belanja
vitamin c satuan,Kesehatan
serum vitamin E,Kesehatan
Tarif tarif angkot malam,Transportasi
pembelian oli mesin,Transportasi
tablet herbal relaksasi satuan,Kesehatan
Total parfum refill baru,Belanja
masker N95 paket,Kesehatan
buku jurnal akademik periode,Pendidikan
obat flu paket,Kesehatan
biaya praktikum semester,Pendidikan
baju anak-anak promo,Belanja
Total internet bulanan rumah,Utilitas
biaya service mesin motor,Transportasi
Harga alat bantu fisioterapi,Kesehatan
Total service berkala motor,Transportasi
obat diare resep,Kesehatan
biaya tv berlangganan aktif,Utilitas
kemeja batik,Belanja
ke acara cosplay,Hiburan
total kereta api eksekutif kali,Transportasi
cappuccino large porsi,Makanan dan Minuman
harga kentang goreng porsi sedang,Makanan dan Minuman
sweater hoodie,Belanja
biaya kursus keuangan,Pendidikan
Total biaya praktikum,Pendidikan
Tarif spbu total km,Transportasi
ojek pangkalan,Transportasi
Biaya tiket waterpark,Hiburan
stiker label untuk buku semester,Pendidikan
pengisian nitrogen,Transportasi
sushi roll salmon paket,Makanan dan Minuman
tiket MRT bulanan,Transportasi
kopi hitam panas,Makanan dan Minuman
Total pembayaran IndiHome periode,Utilitas
Diskon masker wajah,Belanja
langganan aplikasi edukasi bulan,Utilitas
perbaikan ban motor hari,Transportasi
langganan layanan streaming hari,Hiburan
Harga pembelian karakter game malam,Hiburan
langganan musik digital periode,Utilitas
Total cappuccino panas kecil,Makanan dan Minuman
total pulsa xl prabayar,Utilitas
Total kursus digital marketing,Pendidikan
biaya spotify premium hari,Hiburan
tiket bus malam hari,Transportasi
Harga tiket acara seni jam,Hiburan
pembelian emote game,Hiburan
harga sosis bakar bbq,Makanan dan Minuman
earphone kabel baru,Belanja
parkir harian mall,Transportasi
donat isi cokelat x1,Makanan dan Minuman
Total biaya pemakaian listrik periode,Utilitas
martabak telur,Makanan dan Minuman
tas sekolah periode,Pendidikan
Biaya langganan Disney+ malam,Hiburan
Biaya tiket kereta api bisnis,Transportasi
langganan aplikasi olahraga,Utilitas
biaya pemakaian listrik,Utilitas
Harga roti gandum isi ayam x1,Makanan dan Minuman
Harga kelas bahasa Inggris program,Pendidikan
iuran saluran air aktif,Utilitas
obat luka operasi paket,Kesehatan
iuran saluran air,Utilitas
sling bag wanita,Belanja
alat tes tekanan darah paket,Kesehatan
ojek pangkalan km,Transportasi
Harga smartphone case,Belanja
ojek pangkalan kali,Transportasi
aksesoris HP,Belanja
Biaya buku jurnal akademik,Pendidikan
Biaya internet fiber optic,Utilitas
Diskon tas belanja eco,Belanja
tagihan air PDAM aktif,Utilitas
Harga alat bantu fisioterapi satuan,Kesehatan
Tagihan internet provider fiber,Utilitas
ojek pangkalan kali,Transportasi
Tagihan pembayaran bulanan Netflix bulan,Utilitas
tiket stand-up comedy,Hiburan
Biaya obat kumur antiseptik,Kesehatan
kapsul echinacea resep,Kesehatan
Biaya arcade game hari,Hiburan
Total pengisian bensin premium,Transportasi
kentang goreng porsi sedang porsi,Makanan dan Minuman
Total krim pereda gatal,Kesehatan
minyak telon,Kesehatan
Harga kertas folio program,Pendidikan
Biaya pembelian item virtual jam,Hiburan
ayam geprek pedas porsi,Makanan dan Minuman
rp sate ayam porsi besar,Makanan dan Minuman
bayar parkir kali,Transportasi
biaya game mobile premium malam,Hiburan
Total isi nitrogen ban km,Transportasi
keyboard mekanik,Belanja
risoles isi ayam x1,Makanan dan Minuman
alat bantu fisioterapi,Kesehatan
Harga dimsum ayam udang porsi,Makanan dan Minuman
Total milkshake vanilla porsi,Makanan dan Minuman
Harga sandal kulit baru,Belanja
langganan layanan digital aktif,Utilitas
Total tablet kalsium paket,Kesehatan
pembayaran Spotify Premium,Utilitas
baju anak-anak,Belanja
Harga buku komik promo,Belanja
Total alat tes kolesterol,Kesehatan
Total iuran lingkungan aktif,Utilitas
Rp omelette sayur,Makanan dan Minuman
membership gym hari,Hiburan
Harga bakwan jagung,Makanan dan Minuman
Biaya krim pencerah kulit paket,Kesehatan
langganan aplikasi podcast malam,Hiburan
bakwan jagung,Makanan dan Minuman
TV kabel IndiHome,Utilitas
Harga smoothie buah segar,Makanan dan Minuman
Diskon kaos motif baru,Belanja
kopi hitam panas,Makanan dan Minuman
total ganti rem mobil kali,Transportasi
Biaya langganan aplikasi hiburan,Utilitas
Harga tiket pertunjukan sirkus,Hiburan
brownies kukus lembut,Makanan dan Minuman
bengkel mobil besar,Transportasi
tiket taman hiburan malam,Hiburan
tiket stand-up comedy,Hiburan
pembelian emote game,Hiburan
total warung nasi uduk paket,Makanan dan Minuman
bayar parkir basement kali,Transportasi
biaya parkir motor gedung,Transportasi
Harga suplemen omega-3 satuan,Kesehatan
biaya WiFi kantor,Utilitas
Biaya SPP semester semester,Pendidikan
tiket angkutan umum hari,Transportasi
Harga krim anti alergi paket,Kesehatan
Biaya langganan streaming aktif,Utilitas
harga power bank slim unit,Belanja
tagihan pembayaran indihome,Utilitas
jus semangka paket,Makanan dan Minuman
pelatihan penulisan kreatif,Pendidikan
biaya langganan cloud storage periode,Utilitas
earbud noise cancelling,Belanja
tablet kalsium satuan,Kesehatan
gaun pesta baru,Belanja
harga fresh juice mix porsi,Makanan dan Minuman
air minum kemasan periode,Utilitas
vitamin immune,Kesehatan
Total obat kumur antiseptik,Kesehatan
langganan Google Drive aktif,Utilitas
Biaya sewa alat musik malam,Hiburan
biaya perpustakaan semester,Pendidikan
harga sewa playstation,Hiburan
Harga laptop gaming,Belanja
Total pelatihan Microsoft Excel semester,Pendidikan
Tiket langganan aplikasi musik,Hiburan
obat untuk hipertensi resep,Kesehatan
Total ayam gulai x1,Makanan dan Minuman
pisang cokelat keju,Makanan dan Minuman
langganan aplikasi edukasi bulan,Utilitas
krim pencerah kulit paket,Kesehatan
tiket kapal laut,Transportasi
Harga game online hari,Hiburan
parkir harian mall,Transportasi
tiket bioskop malam,Hiburan
Biaya pembayaran air minum bulanan,Utilitas
kursus online periode,Pendidikan
Harga earbud unit,Belanja
krim pereda gatal,Kesehatan
Biaya langganan Spotify bulan,Utilitas
pembayaran Spotify Premium aktif,Utilitas
harga biaya pendaftaran ujian program,Pendidikan
Harga obat untuk hipertensi satuan,Kesehatan
langganan e-book program,Pendidikan
kertas folio semester,Pendidikan
biaya jemputan km,Transportasi
Harga kursus komputer,Pendidikan
biaya listrik pascabayar,Utilitas
Total kelas pembelajaran online,Pendidikan
spare part motor km,Transportasi
langganan Google Drive periode,Utilitas
buku kuliah,Pendidikan
sosis bakar BBQ porsi,Makanan dan Minuman
Total pengisian bahan bakar solar,Transportasi
harga kursus pemrograman python,Pendidikan
obat herbal untuk tidur paket,Kesehatan
Harga kursus privat periode,Pendidikan
Harga tablet murah unit,Belanja
biaya penggantian ban mobil,Transportasi
pembelian token PLN,Utilitas
biaya pemakaian listrik aktif,Utilitas
langganan platform musik bulan,Utilitas
biaya grab express,Transportasi
Harga soto ayam kuah bening x1,Makanan dan Minuman
cuci mobil,Transportasi
Total buku ensiklopedia semester,Pendidikan
cuci mobil,Transportasi
Biaya buku catatan semester,Pendidikan
keyboard mekanik promo,Belanja
es kopi gula aren porsi,Makanan dan Minuman
Biaya tagihan PLN pascabayar periode,Utilitas
kereta api eksekutif,Transportasi
kelas fotografi periode,Pendidikan
Total tiket commuter line kali,Transportasi
roti bakar cokelat,Makanan dan Minuman
Biaya ke pameran teknologi,Hiburan
biaya pembayaran indihome,Utilitas
jam tangan sport baru,Belanja
ke acara cosplay,Hiburan
spbu total,Transportasi
Harga spaghetti bolognese,Makanan dan Minuman
obat flu paket,Kesehatan
Tiket ke acara balapan,Hiburan
total bakso urat kuah pedas porsi,Makanan dan Minuman
lip gloss promo,Belanja
total biaya tv berlangganan periode,Utilitas
Rp es teh lemon porsi,Makanan dan Minuman
risoles isi ayam porsi,Makanan dan Minuman
biaya instalasi WiFi,Utilitas
total pelatihan desain grafis program,Pendidikan
tagihan iuran langganan digital,Utilitas
nonton opera hari,Hiburan
pembayaran WiFi unlimited,Utilitas
Harga penghapus,Pendidikan
total alat pengukur tekanan darah,Kesehatan
Total kursus digital marketing periode,Pendidikan
biaya parkir gedung,Transportasi
nasi liwet komplit,Makanan dan Minuman
Biaya modul praktikum,Pendidikan
tas sling bag pria,Belanja
spare part mobil,Transportasi
inhaler asma paket,Kesehatan
Total alat tes kolesterol paket,Kesehatan
tiket perjalanan jauh kali,Transportasi
Biaya pembelian battle pass game,Hiburan
rapid test,Kesehatan
harga tablet zinc resep,Kesehatan
Tarif sewa kendaraan roda empat hari,Transportasi
Biaya kursus keuangan,Pendidikan
total jaket bomber baru,Belanja
keripik kentang pedas x1,Makanan dan Minuman
tiket wisata budaya jam,Hiburan
obat batuk resep,Kesehatan
krim untuk jerawat satuan,Kesehatan
Total sepatu slip-on,Belanja
tarif jemput penumpang km,Transportasi
grab ke bandara,Transportasi
langganan aplikasi streaming aktif,Utilitas
spbu shell hari,Transportasi
Rp lontong sayur spesial porsi,Makanan dan Minuman
Harga tiket teater,Hiburan
biaya tol antarkota km,Transportasi
buku literasi digital,Pendidikan
suplemen probiotik satuan,Kesehatan
suplemen herbal,Kesehatan
Biaya ganti aki mobil,Transportasi
dompet travel,Belanja
Diskon sepatu olahraga unit,Belanja
cupcake cokelat porsi,Makanan dan Minuman
Harga ke acara balapan,Hiburan
Diskon lip balm promo,Belanja
Harga tiket bioskop,Hiburan
Total hijab instan,Belanja
biaya seminar edukasi program,Pendidikan
tiket pertunjukan sirkus jam,Hiburan
alat pengukur tekanan darah paket,Kesehatan
air minum galon aktif,Utilitas
Tarif isi bensin pertalite,Transportasi
langganan aplikasi streaming aktif,Utilitas
harga tiket bioskop,Hiburan
pembelian bundle game jam,Hiburan
Harga test kit diabetes,Kesehatan
kapsul echinacea,Kesehatan
Diskon topi fedora unit,Belanja
sarung tangan motor,Belanja
tagihan WiFi bulanan bulan,Utilitas
buku latihan soal,Pendidikan
Harga baju formal,Belanja
Diskon baju jersey,Belanja
pulsa XL prabayar bulan,Utilitas
Diskon celana pendek baru,Belanja
Total laptop gaming,Belanja
jaket denim,Belanja
langganan video streaming periode,Utilitas
Total buku biografi baru,Belanja
Harga tiket klub malam,Hiburan
bus antarprovinsi,Transportasi
Biaya konsultasi gizi,Kesehatan
sewa alat musik,Hiburan
Harga ke arena balap gokart malam,Hiburan
Biaya obat pencernaan satuan,Kesehatan
Total termometer digital paket,Kesehatan
penyeberangan ferry kali,Transportasi
biaya sewa alat ski malam,Hiburan
obat pilek resep,Kesehatan
iuran tv kabel,Utilitas
internet bulanan rumah bulan,Utilitas
sepatu slip-on unit,Belanja
Diskon tas selempang,Belanja
total obat flu,Kesehatan
warung nasi uduk,Makanan dan Minuman
langganan cloud storage,Utilitas
total bakso urat kuah pedas,Makanan dan Minuman
tas punggung anak baru,Belanja
Biaya membership gym malam,Hiburan
buku novel,Belanja
Biaya tiket perjalanan kereta hari,Transportasi
teh tarik hangat,Makanan dan Minuman
Diskon jaket kulit unit,Belanja
tiket klub malam,Hiburan
total grab express hari,Transportasi
kertas folio semester,Pendidikan
harga lontong sayur spesial,Makanan dan Minuman
kopi hitam panas,Makanan dan Minuman
total buku literasi digital periode,Pendidikan
Harga kelas seni teater semester,Pendidikan
Harga biaya sertifikasi TOEFL,Pendidikan
Tiket voucher game mobile,Hiburan
biaya servis suspensi,Transportasi
bermain tenis meja,Hiburan
Biaya internet rumah unlimited,Utilitas
pensil mekanik periode,Pendidikan
pelatihan bahasa,Pendidikan
Tiket bermain futsal,Hiburan
iuran TV kabel bulan,Utilitas
Tiket langganan YouTube Premium,Hiburan
earphone bluetooth unit,Belanja
paket data murah bulan,Utilitas
termometer digital,Kesehatan
buku literasi digital,Pendidikan
Total salad sayur mayones x1,Makanan dan Minuman
nonton konser virtual malam,Hiburan
telepon rumah,Utilitas
Total pensil warna semester,Pendidikan
Rp jus alpukat murni,Makanan dan Minuman
biaya langganan YouTube Premium,Utilitas
hijab instan promo,Belanja
Tarif karcis busway km,Transportasi
Harga modul ekonomi makro,Pendidikan
Biaya serum vitamin B5 satuan,Kesehatan
parkir motor gedung,Transportasi
harga buku literasi digital program,Pendidikan
kacamata fashion unit,Belanja
obat antiseptik satuan,Kesehatan
tagihan token listrik 100 ribu,Utilitas
buku catatan harian,Pendidikan
Harga antiseptik cair resep,Kesehatan
kalkulator ilmiah periode,Pendidikan
rp roti bakar cokelat paket,Makanan dan Minuman
Harga langganan Amazon Prime,Hiburan
Harga tablet zinc paket,Kesehatan
kapsul echinacea satuan,Kesehatan
Total pelatihan bisnis periode,Pendidikan
nasi liwet komplit,Makanan dan Minuman
ganti aki mobil,Transportasi
pulsa Telkomsel bulan,Utilitas
cupcake cokelat,Makanan dan Minuman
Harga obat pencernaan resep,Kesehatan
Total blazer wanita,Belanja
Tiket tiket pertandingan sepak bola,Hiburan
Harga buku pelajaran promo,Belanja
harga kue cubit mini porsi,Makanan dan Minuman
Tiket tiket pertandingan sepak bola,Hiburan
tas punggung anak,Belanja
obat alergi paket,Kesehatan
total pengisian nitrogen km,Transportasi
biaya berlangganan aplikasi bulan,Utilitas
Biaya obat alergi,Kesehatan
nonton opera jam,Hiburan
diskon tas branded,Belanja
tiket pertunjukan sirkus,Hiburan
pembelian bundle game,Hiburan
Biaya obat luka operasi satuan,Kesehatan
Harga tiket pertandingan sepak bola,Hiburan
Biaya ke pameran teknologi,Hiburan
lontong sayur spesial x1,Makanan dan Minuman
ke acara komik,Hiburan
es kopi gula aren porsi,Makanan dan Minuman
